Cluster,Central_File
0,VoenObozren2016_2019_1_0367.t
1,VoenObozren2016_2019_1_0062.t
2,VoenObozren2016_2019_1_0105.t
3,VoenObozren2016_2019_1_0141.t
4,VoenObozren2016_2019_1_0073.t
5,VoenObozren2016_2019_1_0095.t
6,VoenObozren2016_2019_1_0129.t
7,VoenObozren2016_2019_1_0213.t
8,VoenObozren2016_2019_1_0248.t
9,VoenObozren2016_2019_1_0267.t
10,VoenObozren2016_2019_1_0291.t
11,VoenObozren2016_2019_1_0236.t
